"Week_Number" "month" "day" "year" "ARRefillVol1" "ARRefillVol2" "BRRunoffAprJuly" "BRRefillCurve" "DallesJanJul" "DallesRunoffAprAug" "DallesRunoffAprSep" "ModDallesRunoffAprSep" "DARunoffJanApr" "DURefillVol" "DURefillVol1" "DURunoffAprAug" "DWRefillVol1" "DWRefillVol2" "DWRunoffAprJuly" "DWSumRunoffMarJun" "GCRefillVol1" "GCRefillVol2" "GCRunoffJanApr" "HHInQAprAug" "HHRefillVol" "HHRefillVol1" "HHSumAprAug" "HHSumAprJul" "HHSumMaySept" "LBRefillVol2" "LBRefillVol1" "LBSumAprAug" "LBSumMayAug" "MIRefillVol1" "MIRefillVol2" "MISumRunoffAprilAug" "MISumRunoffMayAug" "PriVICMI" "PriVICREV" "PriVICAR" "PriVICDU" "PriVICLB" "PriVICBONF" "PriVICCL" "PriVICCOL" "PriVICHH" "PriVICKE" "PriVICNOX" "PriVICCB" "PriVICAF" "PriVICBD" "PriVICGC" "PriVICCJ" "PriVICWE" "PriVICRR" "PriVICRI" "PriVICWA" "PriVICPR" "PriVICPAL" "PriVICMIL" "PriVICBR" "PriVICOX" "PriVICHC" "PriVICDW" "PriVICLG" "PriVICLIG" "PriVICLM" "PriVICIH" "PriVICMCN" "PriVICJD" "PriVICDA" "PriVICBON" "DemVICAF" "DemVICAR" "DemVICBONF" "DemVICBON" "DemVICBD" "DemVICBR" "DemVICCB" "DemVICCJ" "DemVICCOL" "DemVICCL" "DemVICDA" "DemVICDU" "DemVICDW" "DemVICKE" "DemVICHH" "DemVICGC" "DemVICHC" "DemVICIH" "DemVICJD" "DemVICLB" "DemVICLIG" "DemVICLG" "DemVICLM" "DemVICMCN" "DemVICMI" "DemVICMIL" "DemVICNOX" "DemVICOX" "DemVICPAL" "DemVICPR" "DemVICREV" "DemVICRI" "DemVICRR" "DemVICWA" "DemVICWE" "RetVICWA" "RetVICPR" "RetVICMCN" "IflowCJ" "IflowDA" "IflowJD" "IflowMCN" "IflowPR" "IflowRR" "IflowRI" "IflowWA" "IflowWE" "CurtVICCJ" "CurtVICDA" "CurtVICJD" "CurtVICMCN" "CurtVICPR" "CurtVICRR" "CurtVICRI" "CurtVICWA" "CurtVICWE"
17 11 23 1980 0 227340 0 0 0 0 0 0 0 227340 411250 0 1777347.869 1465119.76723127 0 0 3921842 3921900 0 0 1436018.81271265 2695911.757 0 0 0 900295.5 3912500 0 0 14896766.98 16636089.1992802 0 0 66797.3673 146457.546814286 199303.176085714 13763.3082428571 58016.5392857143 76470.7574571429 155948.4576 50643.9759857143 15879.6722571429 55564.9686 115957.706657143 124446.964371429 165243.004714286 177927.3045 608336.637557143 626566.723457143 649483.752342857 661265.572628571 697949.8767 698931.695057143 702111.199757143 35922.2833745929 56281.8385283798 187884.331071429 187884.331071429 191371.273842857 16748.4327428571 331204.026085714 332501.2164 337206.010628571 340193.1186 1136733.42612857 1165202.19154286 1230436.58335714 1283226.67542857 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 138373.884352053 322329.681900253 742335.022467991 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
18 11 30 1980 0 227340 0 0 0 0 0 0 0 227340 420000 0 1783397.422 1469781.1136399 0 0 3921842 3921900 0 0 1449214.86179692 2681531.672 0 0 0 900295.5 3900000 0 0 14928998.46 16554853.1027376 0 0 57605.9607 125996.055557143 176491.271185714 15177.5233714286 55737.5306142857 79900.1795571429 170368.294885714 43509.4292571429 15209.2589142857 53884.9683 123173.575714286 128306.799771429 217537.228928571 220526.320371429 649594.826742857 655436.1501 678981.939428571 688113.841885714 717655.665342857 717477.152914286 722340.624857143 32210.7507781047 51281.8992133809 197444.663357143 197444.663357143 206501.1939 32429.7578571429 381848.002071429 376806.0177 387175.606328571 393128.004085714 1157240.53722857 1175135.41645714 1263463.36611429 1366145.6985 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 138373.884352053 322329.681900253 742335.022467991 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
19 12 7 1980 342500 227340 0 0 0 0 0 0 0 227340 425500 0 1781562.7215 1461141.30064852 0 0 3921842 3921900 0 0 1463057.5225669 2655449.173 0 0 0 900295.5 3875000 0 0 14937081.1225 16331686.6839382 0 0 54517.6956857143 120640.6827 165431.4345 21000.9954857143 49148.4385285714 57592.0764 125371.262057143 43515.3796714286 15855.8706 52187.1167571429 114313.408842857 119954.401585714 169479.699685714 183964.991528571 557651.008671429 563327.7039 584110.517528571 594795.478114286 619596.804857143 620294.9868 603895.645028571 49112.1728594913 81043.4888232169 204487.9704 204487.9704 212979.211585714 19128.5984571429 360148.824642857 364363.701428571 373933.951071429 374626.1826 1086283.83034286 1122018.0516 1213372.77865714 1277839.56702857 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 158722.9557066 384597.880073392 797684.559613718 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20 12 14 1980 685000 227340 0 0 0 0 0 0 0 227340 431000 0 1779728.021 1452200 0 0 3921842 3921900 0 0 1479621.50613688 2629366.674 0 0 0 900295.5 3850000 0 0 14945163.785 16135755.3113244 0 0 81752.7418714286 148720.687714286 208766.318271429 21764.6319857143 69600.0124285714 91689.9337285714 147895.5636 51296.5380857143 18577.1934 58282.3244571429 122999.030228571 129486.965271429 175402.345371429 176441.6844 598623.577971429 606041.761114286 637824.907285714 661676.151214286 710606.407885714 710398.143385714 688185.246857143 36601.3082596226 67248.0931342766 213076.401685714 213076.401685714 218544.832414286 18827.1108 361604.692671429 361158.4116 370895.272842857 367188.164742857 1131907.64014286 1148219.70917143 1214658.06814286 1273059.40088571 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 158722.9557066 384597.880073392 797684.559613718 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
21 12 21 1980 1027500 227340 0 0 0 0 0 0 0 227340 436500 0 1777893.3205 1452200 0 0 3921842 3921900 0 0 1547829.13529258 2603284.175 0 0 0 900295.5 3825000 0 0 14953246.4475 15968717.1670106 0 0 110645.970171429 179043.998914286 252537.565757143 21040.6649142857 85812.9078857143 163727.632542857 269335.585285714 137289.941871429 70220.8389857143 121606.633285714 194592.431442857 245595.415757143 393300.5661 340552.126928571 1189021.69992857 1164432.60462857 1189918.22901429 1241752.28785714 1366286.52497143 1351529.49754286 1327868.66687143 42366.1833199759 55811.2524006587 201326.316942857 201326.316942857 230933.594957143 201810.283971429 759828.234857143 728320.791214286 756277.821 766790.219571429 1924899.51728571 1931516.37797143 2024878.37811429 2400242.41208571 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 158722.9557066 384597.880073392 797684.559613718 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
22 12 28 1980 1370000 227340 0 0 0 0 0 0 0 227340 442000 0 1776058.62 1452200 0 0 3921842 3921900 0 0 1623107.84009113 2577201.676 0 0 0 900295.5 3800000 0 0 14961329.11 15826845.3081826 0 0 135812.255657143 203863.1769 311682.700285714 21447.2765571429 143754.075257143 310252.617385714 501976.949142857 234212.273228571 77291.9146285714 286742.530542857 473900.911071429 534367.037571429 654543.587957143 706145.580642857 2111706.82337143 2138285.34051429 2269462.22344286 2354848.68497143 2539767.72625714 2549689.05034286 2528491.69118571 38595.2873900335 62305.2173546453 198226.1511 198226.1511 229951.7766 179381.189057143 897433.548685714 918648.759085714 952661.327142857 946226.945828571 3988886.00155714 4090612.30071429 4195174.96401429 4404109.87735714 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 158722.9557066 384597.880073392 797684.559613718 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
23 1 4 1981 1684000 227340 0 0 0 0 0 0 0 227340 446200 0 1779549.5096 1452200 0 0 3921842 3921900 0 0 1657529.01693254 2555224.9392 0 0 0 900295.5 3780000 0 0 14959186.956 15627897.0755259 0 0 78735.8818285714 130331.9241 187368.6285 16905.1269857143 86322.6600428571 144579.199371429 239426.819614286 112214.896071429 36434.3866714286 140727.297857143 261522.691328571 293174.928385714 355957.749514286 391249.656642857 1090611.765 1041499.02895714 1106265.32151429 1146987.97341429 1215774.76255714 1218664.68042857 1210028.64582857 40863.0631058753 68914.6108882465 231711.115757143 231711.115757143 242747.150785714 85011.5854285714 578435.805771429 584618.286214286 604454.983971429 584489.360571429 2013110.44212857 2040577.55447143 2131934.265 2197039.73117143 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 124784.308151235 401480.072204299 812002.496266241 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
24 1 11 1981 1998000 227340 0 0 0 0 0 0 0 227340 450400 0 1783040.3992 1456342.00322379 0 0 3921842 3921900 0 0 1676475.14968824 2533248.2024 0 0 0 900295.5 3760000 0 0 14957044.802 15424367.0238693 0 0 74154.0628285714 124746.468557143 161994.078514286 16966.6146 70181.1695571429 124197.046971429 186269.785328571 67451.9128714286 20959.3425857143 85925.9657571429 171582.1794 190809.951428571 242733.266485714 260247.3192 814171.385057143 749609.390057143 795703.282585714 822809.403128571 863589.5757 865805.113285714 892338.010585714 36660.3958441067 66085.3633373479 241920.0432 241920.0432 248993.102314286 53416.8690428571 471195.456042857 473974.299514286 488324.7153 468319.422471429 1502642.2518 1517482.58502857 1595794.00397143 1638545.74714286 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 124784.308151235 401480.072204299 812002.496266241 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
25 1 18 1981 2312000 227340 0 0 0 0 0 0 0 227340 454600 0 1786531.2888 1485915.75077527 0 0 3921842 3921900 0 0 1693164.09195822 2511271.4656 0 0 0 900295.5 3740000 0 0 14954902.648 15222503.0882127 0 0 75820.1788285714 127045.311942857 161845.318157143 17896.8627 71192.7399857143 104122.332642857 168259.864757143 59617.2007285714 18702.1521 70056.2108571429 139225.809985714 154246.639114286 213411.608357143 223430.122542857 769830.881271429 691174.3383 727087.071985714 745210.050428571 777358.155342857 776457.659314286 815008.41 35430.4446423238 60900.6241040711 230261.198142857 230261.198142857 236566.653814286 57342.159 450484.047385714 446275.121014286 459479.090314286 454060.246371429 1309882.54795714 1311338.41598571 1388160.24788571 1423640.5848 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 124784.308151235 401480.072204299 812002.496266241 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
26 1 25 1981 2626000 227340 0 0 0 0 0 0 0 227340 458800 0 1790022.1784 1516272.96954103 0 0 3921842 3921900 0 0 1709424.60439963 2489294.7288 0 0 0 900295.5 3720000 0 0 14952760.494 15012286.7543704 0 0 67467.7806428571 119692.583357143 154359.696985714 15913.3912714286 73882.3272428571 107875.060585714 190488.629057143 54672.4064571429 18273.7222714286 67832.7393857143 135387.792771429 149823.497828571 207320.3676 226306.156114286 851355.523928571 776211.708857143 812136.343371429 833058 866733.377914286 867473.212757143 897413.713971429 34648.8265904435 59309.4927249524 241535.249742857 241535.249742857 256776.2442 58125.6302142857 495822.2373 498146.865814286 519026.869542857 522154.803985714 1497546.7137 1501916.30125714 1574539.12414286 1612139.79201429 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 124784.308151235 401480.072204299 812002.496266241 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
27 2 1 1981 2940000 227340 0 0 0 0 0 0 0 227340 463000 0 1793513.068 1532928.36767823 0 0 3921842 3921900 0 0 1720476.52086962 2467317.992 0 0 0 900295.5 3700000 0 0 14950618.34 14848788.6351779 0 0 44764.9666714286 96971.9181428571 118722.665828571 12882.6469285714 59758.0272 81865.7997428571 142169.281585714 42952.0737857143 13065.1263 56776.8696428571 116435.723271429 129354.072685714 171213.253714286 181360.693542857 613315.150842857 571830.845914286 600732.0081 620755.152171429 647575.652828571 648797.471228571 690870.867171429 34866.9279782969 67171.7475086284 261074.426785714 261074.426785714 271797.073328571 44423.8095857143 458697.602571429 461315.784857143 479547.854228571 467004.380914286 1259292.1257 1286049.15527143 1397337.77018571 1455697.45002857 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 124784.308151235 401480.072204299 812002.496266241 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
28 2 8 1981 2975000 227340 0 0 0 0 0 0 0 227340 467500 0 1801198.9755 1556184.75872971 0 0 3921842 3921900 0 0 1733172.73515388 2447830.4975 0 0 0 900295.5 3675000 0 0 14944866.2625 14679449.1926283 0 0 38923.6433142857 91112.7435428571 114660.516342857 12311.4071571429 49672.0749857143 63086.2922571429 124054.237028571 39875.7096 14709.4241142857 49100.8352142857 100905.141985714 112466.796942857 162491.929842857 165734.905628571 578088.698271429 527496.292542857 550833.817371429 564728.034728571 586052.336057143 585330.352457143 628956.806528571 32394.7606721078 51688.6415142485 297534.598585714 297534.598585714 305527.988442857 51024.8025 485208.681685714 479894.961728571 501649.676357143 495705.212485714 1160945.66185714 1176591.28448571 1287405.84972857 1349655.11704286 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 137895.750607 429511.390616294 938143.19867607 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
29 2 15 1981 3010000 227340 0 0 0 0 0 0 0 227340 472000 0 1808884.883 1729040.51533833 0 0 3921842 3921900 0 0 1763761.84519529 2428343.003 0 0 0 900295.5 3650000 0 0 14939114.185 14524138.843493 0 0 52952.7367285714 105241.010528571 173043.997842857 14306.7794142857 83093.5685571428 133148.453528571 238085.992928571 74477.3686714286 32602.3198714286 96319.3560428571 184284.330428571 210975.905442857 343666.177071429 334944.8532 1215717.24188571 1160757.23207143 1185762.85637143 1206535.75264286 1275386.01287143 1270740.72278571 1301232.62905714 31513.25612918 46063.563727489 292645.341514286 292645.341514286 329018.240571429 200624.168057143 1043422.99624286 1030474.89475714 1123922.18417143 1116065.65384286 2400258.27985714 2558894.34124286 2676575.68457143 2914623.99154286 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 137895.750607 429511.390616294 938143.19867607 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
30 2 22 1981 3045000 227340 0 0 0 0 0 0 0 227340 476500 0 1816570.7905 1813978.90087553 0 0 3921842 3921900 0 0 1783306.98632242 2408855.5085 0 0 0 900295.5 3625000 0 0 14933362.1075 14380378.2484862 0 0 64502.4908571429 116554.731557143 179966.313128571 12495.87 71190.7565142857 129808.287642857 227178.883542857 61124.6390142857 21558.3509571429 89438.6936571429 186275.735742857 219631.774757143 307927.988871429 345403.698042857 1056870.93252857 1021035.55422857 1053879.85761429 1084080.19358571 1143655.74141429 1146547.64275714 1192131.78312857 43547.2238968902 66120.1022887662 318565.346142857 318565.346142857 340137.5814 112706.796985714 799485.7626 810845.103471429 852987.920914286 821034.1962 2300400.41078571 2429379.60737143 2524312.51688571 2678745.60231429 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 137895.750607 429511.390616294 938143.19867607 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
31 3 1 1981 3080000 227340 0 0 0 0 0 0 0 227340 481000 0 1824256.698 1864353.31329844 0 0 3921842 3921900 0 0 1799404.85410669 2389368.014 0 0 0 900295.5 3600000 0 0 14927610.03 14237180.9593652 0 0 65065.7967428571 116969.277085714 173583.502071429 11793.7211142857 62392.0772571429 100514.398114286 174837.056014286 51375.8769428571 18111.0776142857 73836.7074 154435.0689 173910.774857143 245938.556314286 274050.296871429 806905.929214286 819512.873614286 848915.854071429 869948.5851 911516.195828571 912509.915014286 963614.056371429 41860.174702125 57311.0155581189 218624.171271429 218624.171271429 223487.643214286 78142.8238714286 529650.342514286 533111.500157143 557674.810328571 529553.152414286 1630070.37372857 1681606.91185714 1762346.09982857 1867005.95322857 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 137895.750607 429511.390616294 938143.19867607 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
32 3 8 1981 3122500 227340 0 0 0 0 0 0 0 227340 488000 0 1879942.3375 1902091.02924992 0 0 3921842 3921900 0 0 1816268.34186238 2376574.697 0 0 0 900295.5 3572500 0 0 14930882.765 14099073.2579299 0 0 70155.3844285714 122080.682957143 177038.7093 10002.6464142857 56167.9439142857 93272.7439285714 159308.4582 50939.5132285714 18876.6975857143 68999.0205857143 140816.554071429 155873.085685714 215522.021957143 239268.1419 690228.222428571 700663.265614286 728517.154885714 746927.736685714 781311.2139 782162.123142857 830112.544928571 30148.2818926732 39895.1822577442 249760.705757143 249760.705757143 252747.813728571 65506.1274 515928.687171429 515726.373085714 534390.839228571 521329.679871429 1449358.27534286 1488833.32371429 1565938.79202857 1642016.82214286 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 142416.880446993 420469.038758649 1087341.95823837 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
33 3 15 1981 3165000 227340 0 0 0 0 0 0 0 227340 495000 0 1935627.977 1938291.55484426 0 0 3921842 3921900 0 0 1838653.81407522 2363781.38 0 0 0 900295.5 3545000 0 0 14934155.5 13959174.4817945 0 0 68364.3097285714 120581.178557143 188332.595614286 11585.4566142857 63661.4989714286 106849.605857143 184500.528814286 64879.3504285714 24398.6820428571 83916.7092 154191.101914286 168535.567285714 238381.530171429 254007.318085714 768029.889214286 773716.5018 802034.523385714 820183.286957143 855877.838785714 855032.879957143 899149.251471429 28165.3082230149 38493.7989147947 243290.621957143 243290.621957143 246293.5977 63968.9370428571 515416.951542857 515442.736671429 531830.177614286 519518.770457143 1468758.60938571 1499926.87941429 1584769.86977143 1647070.70734286 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 142416.880446993 420469.038758649 1087341.95823837 0 0 0 0 0 0 0 0 0 6.78914982923408 6.28378704138237 0 0 0 0 0 0 30.3897656545039
34 3 22 1981 3207500 227340 0 0 0 0 0 0 0 227340 502000 0 1991313.6165 1981108.94112431 0 0 3921842 3921900 0 0 1861305.07145949 2350988.063 0 0 0 900295.5 3517500 0 0 14937428.235 13822621.8219592 0 0 71710.4260285714 124187.129614286 198936.233871429 12924.2998285714 63435.3832285714 105584.151085714 192626.811257143 64569.9288857143 24664.4672142857 83811.5852142857 155831.432785714 168749.7822 238567.976485714 257301.864128571 810428.574471429 818412.046971429 848247.4242 867903.626057143 903052.723242857 903060.657128571 935232.5637 38888.0776500385 53935.3240111171 311643.030857143 311643.030857143 315732.948942857 70585.7977285714 619844.738785714 615286.721442857 634530.361242857 617641.102028571 1602997.9722 1696219.14587143 1776309.73868571 1832777.18678571 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 142416.880446993 420469.038758649 1087341.95823837 0 0 0 0 0 0 0 0 0 0 0 0 79.5165523469123 0 0 0 0 9.67486539864847
35 3 29 1981 3250000 227340 0 0 0 0 0 0 0 227340 509000 0 2046999.256 2041684.34710436 0 0 3921842 3921900 0 0 1891463.7682009 2338194.746 0 0 0 900295.5 3490000 0 0 14940700.97 13687457.5921239 0 0 73098.8560285714 125377.212471429 214072.104342857 14891.9034857143 71476.3764 121640.3523 215462.517814286 82704.8081571428 32171.9065714286 106601.671928571 194786.811642857 208611.6075 282737.901728571 300323.359414286 921237.1893 928984.6287 959298.022542857 978103.315157143 1010790.9243 1009975.71754286 1067448.78565714 45730.5848882069 69286.8635922893 275740.214528571 275740.214528571 279475.091228571 88343.8174285714 680189.873528571 679291.360971429 711828.226285714 685840.783628571 1787623.45971429 1874461.82232857 1950986.13351429 2059343.17765714 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 142416.880446993 420469.038758649 1087341.95823837 0 0 0 0 0 0 0 0 0 0 0 43.6709368402743 145.468527921206 0 0 0 0 0
36 4 5 1981 3330000 227340 0 0 0 0 0 0 0 227340 518250 0 2172552.274 2095785.70234156 0 0 3921842 3921900 0 0 1917123.95174231 2385153.1615 0 0 0 900295.5 3482500 0 0 14968841.53 13580170.8175278 0 0 66265.7969571429 113886.962485714 186202.3473 12878.6799857143 64813.8958714286 113579.524414286 195054.580285714 74509.1042142857 27673.3933714286 100236.712114286 188134.248471429 202236.730328571 279488.975528571 295025.507228571 847521.473657143 861036.847971429 890533.051585714 910837.8486 941212.730057143 942039.837642857 995305.962857143 31895.7498179187 76722.7351294838 261211.286314286 261211.286314286 264347.154642857 81869.7666857143 619261.598185714 621703.251514286 650128.380557143 625662.260485714 1689816.5001 1719731.21618571 1799526.27175714 1944545.80178571 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 180846.852797566 673654.706417369 1387999.85792765 0 0 0 0 0 0 0 0 0 0 0 7.18478156083724 52.9215763559618 0 0 0 0 0
37 4 12 1981 3410000 227340 0 0 0 0 0 0 0 227340 527500 0 2298105.292 2156797.47203589 0 0 3921842 3921900 0 0 1942803.96999801 2432111.577 0 0 0 900295.5 3475000 0 0 14996982.09 13474379.5803888 0 0 67761.3344142857 113260.185514286 183477.057557143 13027.4403428571 62731.2508714286 107418.862157143 177738.874714286 74120.3438142857 27693.2280857143 90057.5367428571 166734.575228571 181231.7679 241122.687685714 261308.476414286 759576.333985714 770487.410314286 796500.6381 813332.376642857 839496.348257143 839655.025971428 887097.679071428 17338.6880086244 47337.3014025025 348390.806014286 348390.806014286 350433.781585714 88780.1811428571 700339.959771429 699074.505 722955.501 706482.770785714 1632478.30804286 1651315.3362 1723948.07644286 1863753.06008571 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 180846.852797566 673654.706417369 1387999.85792765 0 0 0 0 0 0 0 0 0 0 0 69.61600283146 142.356822280029 0 4.55362009168917 25.6881347880628 0 18.4534437299975
38 4 19 1981 3490000 227340 0 0 0 0 0 0 0 227340 536750 0 2423658.31 2284086.93951595 0 0 3921842 3921900 0 0 2045972.26655371 2479069.9925 0 0 0 900295.5 3467500 0 0 15025122.65 13469273.319907 0 0 168446.311071429 275416.908685714 441548.5086 33290.5844571429 151412.258442857 248479.383214286 397378.583357143 252495.912857143 105181.506385714 250776.243128571 340738.573242857 370556.099228571 477276.779442857 432047.680457143 1496035.30847143 1481280.26451429 1501105.06144286 1511984.40222857 1547958.62352857 1535803.91061429 1556348.70767143 64346.5661299711 60299.6635772267 226506.486728571 226506.486728571 223914.089571429 155057.878928571 894018.010885714 874520.486742857 898385.614971429 901402.475014286 2211967.33714286 2191051.63092857 2245593.12827143 2397624.2298 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 180846.852797566 673654.706417369 1387999.85792765 0 0 0 0 0 0 0 0 0 0 0.0462001298441415 221.238509154534 326.402294746145 0 0 0 0 0
39 4 26 1981 3570000 227340 0 0 0 0 0 0 0 227340 546000 0 2549211.328 2480411.13006743 0 0 3921842 3921900 0 0 2248306.20065226 2526028.408 0 0 0 900295.5 3460000 0 0 15053263.21 13533937.6503966 0 0 238216.902042857 397251.641185714 642353.172557143 49818.8518714286 262028.476542857 466694.959371429 783372.040714286 486616.9464 204347.143928571 552075.470485714 800473.531371429 874861.643828571 1032313.57277143 999945.302528571 2858789.27082857 2862129.43671429 2928010.44021429 2982224.66477143 3073444.51577143 3062243.85261429 3070846.1682 136136.02239615 271225.045627923 139838.702657143 139838.702657143 151277.382385714 224092.602 1229720.55017143 1219436.25081429 1242486.17228571 1209786.66231429 4150136.27828571 4135339.58142857 4199899.59295714 4338393.50198571 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 180846.852797566 673654.706417369 1387999.85792765 0 0 0 0 0 0 0 0 0 0 0 407.684579522682 319.568539806571 65.481533701995 0 0 0 0
40 5 3 1981 4084000 227340 0 0 0 0 0 0 0 227340 609000 0 2696225.3832 2585170.53414182 0 0 3921842 3921900 0 0 2366469.6354837 2669511.9044 0 0 0 900295.5 3640000 0 0 15374447.418 13644850.3484969 0 0 249754.755342857 414271.809514286 658472.844857143 50749.0999714286 293577.573085714 476090.663528571 808498.656771429 378922.381714286 134060.850385714 503914.800728571 858277.839214286 928532.397214286 1043803.82275714 1165172.43947143 3002053.42864286 3039130.46005714 3180837.5928 3265285.87234286 3353506.71454286 3366331.8408 3418872.01547143 151471.431317441 267602.467738031 313896.2544 313896.2544 337229.812285714 160296.226971429 1307653.12607143 1330230.98134286 1345832.9676 1303537.42285714 5030698.419 5079305.36982857 5157975.7971 5264926.56 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 135635.185687004 423181.735098177 1030827.28217251 0 0 0 0 0 0 0 0 0 0 42.8699247576646 142.954772289703 323.465929194923 90.5211637991137 0.42538221444148 60.7567740951307 0 0
41 5 10 1981 4598000 227340 0 0 0 0 0 0 0 227340 672000 0 2843239.4384 2654675.71704478 0 0 3921842 3921900 0 0 2445774.88155799 2812995.4008 0 0 0 900295.5 3820000 0 0 15695631.626 13822562.3973686 0 0 316554.106114286 521151.167442857 820337.997728571 61255.5481285714 269010.295971429 408704.205214286 728098.642414286 267272.775 95202.6616285714 306027.823242857 487029.508457143 530854.309671429 660448.3824 719512.1946 2518901.60682857 2511076.81204286 2595176.00061429 2634676.83411429 2686544.61197143 2680455.35468571 2747062.30872857 136746.093519401 260624.716831027 288704.183785714 288704.183785714 301418.235642857 125042.0058 923242.478914286 923902.9749 936035.869628571 916163.469385714 3636643.29402857 3628084.61481429 3686852.88977143 3760110.42351429 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 135635.185687004 423181.735098177 1030827.28217251 0 0 0 0 0 0 0 0 0 0 9.93443725965468 997.836405053323 858.080837315512 75.3009740329403 34.1811345332363 170.555948774193 0 0
